stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,location_type,parent_station
110841,110841,Brigantini - 34,Brigantini - 34,40.409926,17.230636,110841,0,
110850,110850,Lido Bruno (Sun Bay salita),Lido Bruno (Sun Bay salita),40.410308,17.219517,110850,0,
110851,110851,Via Brigantini,Brigantini (ang.via Mormore L. nord),40.409918,17.226697,110851,0,
110852,110852,Vascelli - 29,Vascelli - 29,40.407238,17.231077,110852,0,
110853,110853,Vascelli - 15,Vascelli - 15,40.407578,17.229077,110853,0,
110860,110860,Circ. dei Fiori,Circ. dei Fiori - 5,40.409014,17.246319,110860,0,
110861,110861,Circ. dei Fiori (ang.via Ismene),Circ. dei Fiori (ang.via Ismene),40.408433,17.250443,110861,0,
110862,110862,Circ. dei Fiori (fr. via Ismene),Circ. dei Fiori (fr. via Ismene),40.408428,17.249907,110862,0,
110890,110890,Via Brigantini,Dev. Battaglia via Brigantini fron,40.408717,17.239394,110890,0,
110891,110891,Brigantini - 20,Brigantini - 20,40.409618,17.235167,110891,0,
110910,110910,Circ. dei Fiori  - 4,Circ. dei Fiori  - 4,40.408798,17.247857,110910,0,
110920,110920,Strada per Lama (incr. Contr. Carelli),Strada per Lama (incr. Contr. Carelli),40.408758,17.245567,110920,0,
110930,110930,Via Lama,Via Lama - 1,40.408918,17.245777,110930,0,
110950,110950,Via Brigantini,Deviazione Battaglia(via Brigantini - 2),40.408061,17.245169,110950,0,
110960,110960,Circ. dei Fiori - 40,Circ. dei Fiori - 40,40.407940,17.253164,110960,0,
110990,110990,Circ. dei Fiori - 40,Circ. dei Fiori - 40,40.407828,17.253517,110990,0,
111000,111000,Via Primule,Primule - 41,40.407188,17.253717,111000,0,
111010,111010,Primule - 36,Primule - 36,40.407498,17.253987,111010,0,
111020,111020,Via Lama (fr. - 48),Via Lama (fr. - 48),40.407018,17.250007,111020,0,
111030,111030,Via per Lama - 48,Via per Lama - 48,40.406708,17.250087,111030,0,
111031,111031,Via Lama - 12,Via Lama - 12,40.407498,17.247567,111031,0,
111032,111032,Via Lama,Via Lama - 17,40.407718,17.247467,111032,0,
111040,111040,Via Primule,Primule - 17,40.406128,17.253487,111040,0,
111050,111050,Via Primule,Primule - 14,40.406088,17.253647,111050,0,
111060,111060,Circ. dei Fiori - (fr. - 57),Circ. dei Fiori - (fr. - 57),40.406368,17.255917,111060,0,
111070,111070,Circ. dei Fiori,Circ. dei Fiori - 57,40.406118,17.256287,111070,0,
111100,111100,Via Girasole,Girasole - 22,40.406298,17.245017,111100,0,
111110,111110,Via Lama (Chiesa Madre),Via Lama (Chiesa Madre),40.405518,17.252137,111110,0,
111120,111120,Dev. Battaglia (via Motovedette - 8),Dev. Battaglia (via Motovedette - 8),40.405113,17.233357,111120,0,
111130,111130,Dev. Battaglia (via Incrociatori),Dev. Battaglia (via Incrociatori),40.405065,17.234200,111130,0,
111131,111131,Via Vascelli,Vascelli - 11,40.406198,17.236257,111131,0,
111132,111132,Via Quadriremi,Via Quadriremi(tra Quadriremi-Caravelle),40.405148,17.237577,111132,0,
111150,111150,Via Lama,Via Lama (fr.Chiesa Madre),40.405398,17.252067,111150,0,
111170,111170,Girasole - 47,Girasole - 47,40.404598,17.243377,111170,0,
111180,111180,Via Lama (ang. via Gelsomini),Via Lama (ang. via Gelsomini),40.404085,17.254509,111180,0,
111190,111190,Circ. dei Fiori (fr. - 234),Circ. dei Fiori (fr. - 234),40.403819,17.258227,111190,0,
111200,111200,Via Lama (fr. via Gelsomini),Via Lama (fr. via Gelsomini),40.403708,17.254877,111200,0,
111210,111210,Circ. dei Fiori - 234,Circ. dei Fiori - 234,40.403609,17.258167,111210,0,
111220,111220,Deviazione Battaglia(via Marmore fr.calc,Deviazione Battaglia(via Marmore fr.calc,40.403626,17.233212,111220,0,
111230,111230,Girasole (piazzetta),Girasole (piazzetta),40.403406,17.242891,111230,0,
111240,111240,Via Lama (fr. via Anemoni),Via Lama (fr. via Anemoni),40.402862,17.255105,111240,0,
111250,111250,Via Lama (ang. via Anemoni),Via Lama (ang. via Anemoni),40.402038,17.254917,111250,0,
111260,111260,Circ. dei Fiori (fr. supermercato Sigma),Circ. dei Fiori (fr. supermercato Sigma),40.401799,17.259527,111260,0,
111270,111270,Circ. dei Fiori (supermercato Sigma),Circ. dei Fiori (supermercato Sigma),40.401622,17.259779,111270,0,
111280,111280,Via Lama - 214,Via Lama - 214,40.401084,17.254334,111280,0,
111290,111290,Via Lama - 197,Via Lama - 197,40.400418,17.253977,111290,0,
111300,111300,Circ. dei Fiori (fr. - 262),Circ. dei Fiori (fr. - 262),40.400349,17.260127,111300,0,
111310,111310,Circ. dei Fiori - 276,Circ. dei Fiori - 276,40.399269,17.259337,111310,0,
111320,111320,Via Lama (fr. Hotel Lama),Via Lama (fr. Hotel Lama),40.398950,17.255139,111320,0,
111330,111330,Via Lama (Hotel Lama),Via Lama (Hotel Lama),40.398748,17.255407,111330,0,
111340,111340,Via Lama (ang. circ. dei fiori ),Via Lama (ang. circ. dei fiori ),40.398299,17.258397,111340,0,
111341,111341,Litoranea,Litoranea (fr. Distributore ERG),40.398042,17.259365,111341,0,
111342,111342,Litoranea,Litoranea (Distributore ERG),40.398029,17.259197,111342,0,
111350,111350,Via Lama (ang. circ.dei fiori lato sud),Via Lama (ang. circ.dei fiori lato sud),40.398159,17.258437,111350,0,
111366,111366,Via De Amicis,Via De Amicis,40.495248,17.229217,111366,0,
111367,111367,Via Edmondo De Amicis,Via Edmondo De Amicis,40.495118,17.229107,111367,0,
111403,111403,Via Cavour,Via Cavour,40.472348,17.238407,"",0,
20041,20041,Viale Nenni (incrocio Via Industria lato,Viale Nenni (incrocio Via Industria lato,40.532578,17.280517,"",0,
20541,20541,V.le Cannata (ang.V.le Turismo L. nord),V.le Cannata (ang.V.le Turismo L. nord),40.519488,17.282397,20541,0,
50140,50140,Via Berardi,Via Berardi,40.469388,17.242697,"",0,
80111,80111,Via C. Battisti,VIA C. BATTISTI n. 436,40.465908,17.272057,80111,0,
80271,80271,Via Speziale,Via Speziale,40.462089,17.293528,"",0,
